ID,Annotation,Unassigned,Sample,s__Staphylococcus epidermidis,s__Cutibacterium acnes,s__Staphylococcus lugdunensis,s__Enterococcus faecalis,s__Streptococcus sp001556435,s__Bacillus_A anthracis,s__Streptococcus parasanguinis_B,s__Bifidobacterium bifidum,s__Escherichia coli_D,s__Escherichia flexneri,s__Streptococcus salivarius,s__Klebsiella pneumoniae,s__Veillonella parvula_A,s__Lactobacillus acidophilus,s__Staphylococcus aureus,s__Veillonella atypica,s__Enterobacter nimipressuralis,s__Actinomyces urogenitalis,s__Alloscardovia omnicolens,s__Anaerococcus sp002359915,s__Anaeroglobus micronuciformis,s__Atlantibacter hermannii,s__Bifidobacterium scardovii,s__Citrobacter freundii,s__Clostridium_P perfringens,s__Corynebacterium kroppenstedtii_A,s__Cutibacterium avidum,s__Enterococcus_A raffinosus,s__Enterococcus_B hirae,s__Finegoldia MIC6997,s__Klebsiella variicola,s__Klebsiella_A grimontii,s__Lactobacillus gasseri,s__Metakosakonia intestini,s__Negativicoccus succinicivorans,s__Streptococcus anginosus,s__Streptococcus vestibularis,s__Varibaculum cambriense,s__Veillonella dispar_A,s__Acinetobacter baumannii,s__Escherichia dysenteriae,s__Metakosakonia intermedia,s__Pseudomonas aeruginosa,s__Anaerococcus MIC9701,s__Anaerococcus sp001182725,s__Bifidobacterium animalis,s__Clostridium MIC8163,s__Finegoldia magna,s__Haemophilus_D MIC9623,s__Haemophilus_D sp001815355,s__Streptococcus agalactiae,s__Veillonella parvula,s__Veillonella rogosae,s__Neisseria mucosa_A,s__Streptococcus infantis_H,s__Streptococcus infantis_I,s__Streptococcus oralis,s__Bacteroides stercoris,s__Bacteroides uniformis,s__Bacteroides_B massiliensis,s__Bacteroides_B vulgatus,s__Bifidobacterium longum,s__Escherichia coli,s__Eubacterium callanderi,s__Parabacteroides distasonis,s__Parabacteroides merdae,s__Sutterella wadsworthensis_A,s__Bacillus_A cereus_AD,s__Rothia kristinae
1.3.99.13,NA,0,7406,0,NA,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.16,NA,0,7406,0,NA,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.2,Transferred entry: 1.3.8.1.,0,7407,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.2,Transferred entry: 1.3.8.1.,0,7409,0,0,0,NA,NA,NA,NA,0,1854,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
1.3.99.2,Transferred entry: 1.3.8.1.,6,7406,0,NA,NA,0,NA,NA,NA,0,4,1402,NA,1148,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.2,Transferred entry: 1.3.8.1.,20,7405,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.21,NA,0,7406,0,NA,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,3,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.22,Transferred entry: 1.3.98.3.,0,74010,0,0,0,1008,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
1.3.99.22,Transferred entry: 1.3.98.3.,0,7407,NA,0,NA,597,NA,NA,NA,0,NA,NA,NA,48,124,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,176,46,0,0,0,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.22,Transferred entry: 1.3.98.3.,4,7409,0,0,0,NA,NA,NA,NA,0,3681,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,39,0,0,0,0,NA,NA
1.3.99.22,Transferred entry: 1.3.98.3.,7,7406,0,NA,NA,72,NA,NA,NA,0,0,956,NA,1566,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.22,Transferred entry: 1.3.98.3.,16,7405,NA,NA,NA,3,0,NA,NA,0,NA,NA,0,1,96,0,0,6,0,0,0,0,0,0,0,36,52,0,0,0,0,0,304,0,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.22,Transferred entry: 1.3.98.3.,32,7408,0,0,0,1699,NA,26,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,19,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.23,NA,0,7409,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,657,0,0,0,0,0,0,NA,NA
1.3.99.24,NA,1,7409,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
1.3.99.3,Transferred entry: 1.3.8.7. 1.3.8.8 and 1.3.8.9.,0,7407,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.3,Transferred entry: 1.3.8.7. 1.3.8.8 and 1.3.8.9.,0,7409,0,0,0,NA,NA,NA,NA,0,1854,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
1.3.99.3,Transferred entry: 1.3.8.7. 1.3.8.8 and 1.3.8.9.,2,74010,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1.3.99.3,Transferred entry: 1.3.8.7. 1.3.8.8 and 1.3.8.9.,6,7406,0,NA,NA,0,NA,NA,NA,0,4,1402,NA,1148,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.3,Transferred entry: 1.3.8.7. 1.3.8.8 and 1.3.8.9.,20,7405,NA,NA,NA,0,23,NA,NA,0,NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,200,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.4,3-oxosteroid 1-dehydrogenase.,0,7405,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.4,3-oxosteroid 1-dehydrogenase.,0,7406,0,NA,NA,0,NA,NA,NA,0,0,0,NA,1786,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.4,3-oxosteroid 1-dehydrogenase.,0,7407,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,37,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.7,Transferred entry: 1.3.8.6.,0,7405,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.7,Transferred entry: 1.3.8.6.,0,7406,0,NA,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3.99.7,Transferred entry: 1.3.8.6.,0,7407,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.-.-,NA,0,7405,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,7,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,559,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.-.-,NA,0,7406,0,NA,NA,0,NA,NA,NA,0,0,0,NA,2494,0,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.-.-,NA,0,7407,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,75,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.-,NA,0,74010,0,0,0,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1.4.1.-,NA,4,7408,0,0,0,0,NA,0,337,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.-,NA,18,7409,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,1097,200,0,0,48,0,0,NA,NA
1.4.1.1,Alanine dehydrogenase.,0,7407,NA,10,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,137,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.1,Alanine dehydrogenase.,0,7408,391,8,166,0,NA,11,241,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,47,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.1,Alanine dehydrogenase.,1,74010,1466,7,147,0,2,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,28
1.4.1.1,Alanine dehydrogenase.,1,7406,8,NA,NA,0,NA,NA,NA,0,2,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.1,Alanine dehydrogenase.,1,7409,2,0,1,NA,NA,NA,NA,0,876,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,338,0,31,0,91,0,0,NA,NA
1.4.1.1,Alanine dehydrogenase.,3,7405,NA,NA,NA,0,26,NA,NA,0,NA,NA,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.13,Glutamate synthase (NADPH).,13,7406,48,NA,NA,3,NA,NA,NA,23,22,9174,NA,4179,5,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,43,0,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.13,Glutamate synthase (NADPH).,17,74010,11456,16,286,54,0,49,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,128
1.4.1.13,Glutamate synthase (NADPH).,32,7408,3633,10,376,93,NA,220,127,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.13,Glutamate synthase (NADPH).,46,7407,NA,19,NA,41,NA,NA,NA,1202,NA,NA,NA,117,1620,0,18,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,105,8,305,0,0,0,0,99,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.13,Glutamate synthase (NADPH).,58,7409,28,2,2,NA,NA,NA,NA,8,8216,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,9,4577,313,91,14,191,96,0,NA,NA
1.4.1.13,Glutamate synthase (NADPH).,306,7405,NA,NA,NA,0,0,NA,NA,2639,NA,NA,0,12,552,0,29,40,21,0,0,1,0,32,3500,51,38,0,0,46,0,0,846,1,0,0,0,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.14,Glutamate synthase (NADH).,1,7406,48,NA,NA,1,NA,NA,NA,2,6,1265,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.14,Glutamate synthase (NADH).,3,7405,NA,NA,NA,0,0,NA,NA,1177,NA,NA,0,0,0,0,3,0,0,0,0,0,0,0,3500,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.14,Glutamate synthase (NADH).,4,7407,NA,10,NA,15,NA,NA,NA,559,NA,NA,NA,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.14,Glutamate synthase (NADH).,6,7408,2741,7,0,33,NA,189,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.14,Glutamate synthase (NADH).,8,74010,8658,12,0,16,0,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0
1.4.1.14,Glutamate synthase (NADH).,16,7409,20,1,0,NA,NA,NA,NA,0,1502,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,0,0,313,4,0,0,0,0,NA,NA
1.4.1.16,Diaminopimelate dehydrogenase.,1,7407,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,109,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,109,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.16,Diaminopimelate dehydrogenase.,3,7406,0,NA,NA,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.16,Diaminopimelate dehydrogenase.,5,7409,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,430,0,0,0,47,15,0,NA,NA
1.4.1.16,Diaminopimelate dehydrogenase.,99,7405,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,21,0,0,0,0,108,107,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,14,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.18,NA,0,74010,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
1.4.1.18,NA,0,7408,0,0,0,0,NA,34,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.2,Glutamate dehydrogenase.,0,7405,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.2,Glutamate dehydrogenase.,0,7406,9,NA,NA,0,NA,NA,NA,0,0,0,NA,732,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4.1.2,Glutamate dehydrogenase.,0,7407,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
